"date","bus","rail_boardings","total_rides"
2023-10-20,"562,941","395,292","958,233"
2023-10-21,"364,186","309,900","674,086"
2023-10-22,"288,942","219,804","508,746"
2023-10-23,"555,068","379,650","934,718"
2023-10-24,"598,773","434,867","1,033,640"
2023-10-25,"570,560","426,962","997,522"
2023-10-26,"535,013","412,606","947,619"
2023-10-27,"503,840","373,004","876,844"
2023-10-28,"360,484","275,006","635,490"
2023-10-29,"250,473","185,823","436,296"
2023-10-30,"551,840","367,453","919,293"
2023-10-31,"520,069","390,110","910,179"
2023-11-01,"576,336","410,084","986,420"
2023-11-02,"579,094","419,780","998,874"
2023-11-03,"563,943","373,412","937,355"
2023-11-04,"401,704","280,222","681,926"
2023-11-05,"296,526","200,577","497,103"
2023-11-06,"568,672","375,471","944,143"
2023-11-07,"588,549","424,318","1,012,867"
2023-11-08,"578,329","422,082","1,000,411"
2023-11-09,"588,110","454,074","1,042,184"
2023-11-10,"461,731","351,382","813,113"
2023-11-11,"354,671","266,284","620,955"
2023-11-12,"294,251","195,035","489,286"
2023-11-13,"558,320","370,511","928,831"
2023-11-14,"581,009","424,128","1,005,137"
2023-11-15,"587,609","422,609","1,010,218"
2023-11-16,"580,758","415,406","996,164"
2023-11-17,"544,624","418,827","963,451"
2023-11-18,"348,044","315,864","663,908"
2023-11-19,"278,346","201,431","479,777"
2023-11-20,"472,022","334,103","806,125"
2023-11-21,"465,329","339,605","804,934"
2023-11-22,"443,954","298,121","742,075"
2023-11-23,"187,931","128,326","316,257"
2023-11-24,"323,157","227,199","550,356"
2023-11-25,"310,164","213,175","523,339"
2023-11-26,"219,912","160,320","380,232"
2023-11-27,"505,729","325,992","831,721"
2023-11-28,"522,935","368,618","891,553"
2023-11-29,"553,418","387,126","940,544"
2023-11-30,"559,855","396,342","956,197"
2023-12-01,"513,523","339,748","853,271"
2023-12-02,"358,919","260,456","619,375"
2023-12-03,"268,845","172,945","441,790"
2023-12-04,"537,917","337,666","875,583"
2023-12-05,"556,584","384,481","941,065"
2023-12-06,"572,732","389,802","962,534"
2023-12-07,"580,504","404,303","984,807"
2023-12-08,"561,665","372,605","934,270"
2023-12-09,"369,433","283,097","652,530"
2023-12-10,"264,202","196,318","460,520"
2023-12-11,"517,482","326,238","843,720"
2023-12-12,"556,451","378,617","935,068"
2023-12-13,"559,461","378,896","938,357"
2023-12-14,"558,905","384,778","943,683"
2023-12-15,"535,654","351,722","887,376"
2023-12-16,"321,951","230,799","552,750"
2023-12-17,"271,335","184,885","456,220"
2023-12-18,"498,940","306,545","805,485"
2023-12-19,"527,927","342,290","870,217"
2023-12-20,"540,890","343,581","884,471"
2023-12-21,"519,383","325,377","844,760"
2023-12-22,"418,720","267,301","686,021"
2023-12-23,"341,975","206,358","548,333"
2023-12-24,"247,277","141,693","388,970"
2023-12-25,"145,433","80,206","225,639"
2023-12-26,"360,458","208,665","569,123"
2023-12-27,"403,147","252,136","655,283"
2023-12-28,"392,855","253,397","646,252"
2023-12-29,"415,822","261,610","677,432"
2023-12-30,"340,207","212,901","553,108"
2023-12-31,"250,204","187,144","437,348"
2024-01-01,"205,964","152,767","358,731"
2024-01-02,"417,384","278,216","695,600"
2024-01-03,"451,613","307,037","758,650"
2024-01-04,"460,277","317,437","777,714"
2024-01-05,"445,488","280,897","726,385"
2024-01-06,"308,872","196,983","505,855"
2024-01-07,"249,187","152,158","401,345"
2024-01-08,"517,198","326,817","844,015"
2024-01-09,"478,685","330,005","808,690"
2024-01-10,"548,560","369,768","918,328"
2024-01-11,"552,911","377,922","930,833"
2024-01-12,"368,347","239,249","607,596"
2024-01-13,"286,037","183,824","469,861"
2024-01-14,"146,724","93,057","239,781"
2024-01-15,"206,791","127,069","333,860"
2024-01-16,"280,514","185,903","466,417"
2024-01-17,"466,850","322,741","789,591"
2024-01-18,"521,058","362,414","883,472"
2024-01-19,"462,986","293,650","756,636"
2024-01-20,"301,556","191,705","493,261"
2024-01-21,"227,288","147,028","374,316"
2024-01-22,"518,106","336,751","854,857"
2024-01-23,"521,585","369,664","891,249"
2024-01-24,"549,204","389,714","938,918"
2024-01-25,"554,313","390,971","945,284"
2024-01-26,"534,739","329,826","864,565"
2024-01-27,"349,068","222,033","571,101"
2024-01-28,"255,458","158,081","413,539"
2024-01-29,"545,769","340,556","886,325"
2024-01-30,"571,297","388,718","960,015"
2024-01-31,"579,236","389,322","968,558"
2024-02-01,"601,932","393,012","994,944"
2024-02-02,"558,905","329,307","888,212"
2024-02-03,"372,165","230,410","602,575"
2024-02-04,"274,654","168,339","442,993"
2024-02-05,"558,625","339,256","897,881"
2024-02-06,"595,983","390,513","986,496"
2024-02-07,"595,233","389,227","984,460"
2024-02-08,"584,729","391,355","976,084"
2024-02-09,"515,769","333,453","849,222"
2024-02-10,"373,420","231,891","605,311"
2024-02-11,"277,432","165,836","443,268"
2024-02-12,"534,181","325,070","859,251"
2024-02-13,"598,961","395,880","994,841"
2024-02-14,"595,347","397,294","992,641"
2024-02-15,"568,392","387,472","955,864"
2024-02-16,"533,701","325,332","859,033"
2024-02-17,"340,993","224,306","565,299"
2024-02-18,"280,002","189,881","469,883"
2024-02-19,"417,871","271,357","689,228"
2024-02-20,"591,252","389,327","980,579"
2024-02-21,"600,241","395,915","996,156"
2024-02-22,"587,867","396,466","984,333"
2024-02-23,"551,392","336,416","887,808"
2024-02-24,"345,189","225,233","570,422"
2024-02-25,"280,214","175,446","455,660"
2024-02-26,"560,355","347,691","908,046"
2024-02-27,"587,359","392,420","979,779"
2024-02-28,"549,028","375,242","924,270"
2024-02-29,"577,283","386,672","963,955"
2024-03-01,"569,569","335,736","905,305"
2024-03-02,"389,713","252,550","642,263"
2024-03-03,"298,601","184,885","483,486"
2024-03-04,"556,051","334,107","890,158"
2024-03-05,"570,139","383,689","953,828"
2024-03-06,"595,103","393,574","988,677"
2024-03-07,"580,398","390,865","971,263"
2024-03-08,"488,443","314,783","803,226"
2024-03-09,"379,680","245,369","625,049"
2024-03-10,"280,181","178,611","458,792"
2024-03-11,"567,851","351,801","919,652"
2024-03-12,"599,389","411,314","1,010,703"
2024-03-13,"597,287","416,180","1,013,467"
2024-03-14,"539,322","393,348","932,670"
2024-03-15,"566,639","386,514","953,153"
2024-03-16,"399,006","499,424","898,430"
2024-03-17,"281,004","206,731","487,735"
2024-03-18,"535,201","346,463","881,664"
2024-03-19,"583,292","396,834","980,126"
2024-03-20,"584,856","392,077","976,933"
2024-03-21,"564,484","383,735","948,219"
2024-03-22,"491,011","318,712","809,723"
2024-03-23,"373,194","249,326","622,520"
2024-03-24,"279,349","206,108","485,457"
2024-03-25,"474,355","319,635","793,990"
2024-03-26,"514,563","359,360","873,923"
2024-03-27,"515,194","364,672","879,866"
2024-03-28,"513,043","374,590","887,633"
2024-03-29,"480,044","313,507","793,551"
2024-03-30,"375,490","244,072","619,562"
2024-03-31,"251,600","158,867","410,467"
2024-04-01,"478,962","333,881","812,843"
2024-04-02,"570,490","393,519","964,009"
2024-04-03,"572,710","395,413","968,123"
2024-04-04,"575,373","401,414","976,787"
2024-04-05,"576,732","375,602","952,334"
2024-04-06,"397,658","286,304","683,962"
2024-04-07,"256,839","185,460","442,299"
2024-04-08,"560,623","352,426","913,049"
2024-04-09,"593,688","400,628","994,316"
2024-04-10,"604,655","405,524","1,010,179"
2024-04-11,"557,100","397,195","954,295"
2024-04-12,"582,983","365,492","948,475"
2024-04-13,"412,391","281,343","693,734"
2024-04-14,"327,938","210,780","538,718"
2024-04-15,"588,349","369,259","957,608"
2024-04-16,"599,597","405,400","1,004,997"
2024-04-17,"600,084","408,474","1,008,558"
2024-04-18,"606,325","417,750","1,024,075"
2024-04-19,"591,814","383,321","975,135"
2024-04-20,"406,861","279,746","686,607"
2024-04-21,"307,107","203,722","510,829"
2024-04-22,"576,206","353,190","929,396"
2024-04-23,"600,004","410,045","1,010,049"
2024-04-24,"599,179","416,815","1,015,994"
2024-04-25,"615,343","428,724","1,044,067"
2024-04-26,"554,146","355,278","909,424"
2024-04-27,"419,731","286,199","705,930"
2024-04-28,"293,589","196,481","490,070"
2024-04-29,"556,233","349,857","906,090"
2024-04-30,"632,501","409,097","1,041,598"
2024-05-01,"644,438","416,920","1,061,358"
2024-05-02,"600,203","409,105","1,009,308"
2024-05-03,"608,085","388,593","996,678"
2024-05-04,"418,067","299,808","717,875"
2024-05-05,"317,248","226,928","544,176"
2024-05-06,"597,540","379,559","977,099"
2024-05-07,"572,181","412,646","984,827"
2024-05-08,"624,927","443,868","1,068,795"
2024-05-09,"569,230","406,557","975,787"
2024-05-10,"591,810","378,284","970,094"
2024-05-11,"416,481","273,276","689,757"
2024-05-12,"318,883","203,067","521,950"
2024-05-13,"550,608","349,237","899,845"
2024-05-14,"598,482","410,254","1,008,736"
2024-05-15,"615,430","419,635","1,035,065"
2024-05-16,"601,542","434,466","1,036,008"
2024-05-17,"595,193","402,254","997,447"
2024-05-18,"430,341","315,833","746,174"
2024-05-19,"329,129","250,996","580,125"
2024-05-20,"561,715","366,053","927,768"
2024-05-21,"618,559","443,937","1,062,496"
2024-05-22,"621,123","450,124","1,071,247"
2024-05-23,"609,570","457,738","1,067,308"
2024-05-24,"557,209","368,883","926,092"
2024-05-25,"420,064","342,285","762,349"
2024-05-26,"279,820","220,267","500,087"
2024-05-27,"306,648","205,186","511,834"
2024-05-28,"585,174","396,139","981,313"
2024-05-29,"612,055","423,439","1,035,494"
2024-05-30,"604,848","424,200","1,029,048"
2024-05-31,"590,998","410,904","1,001,902"
2024-06-01,"359,226","257,545","616,771"
2024-06-02,"347,275","256,837","604,112"
2024-06-03,"594,326","377,947","972,273"
2024-06-04,"602,909","443,126","1,046,035"
2024-06-05,"602,717","450,039","1,052,756"
2024-06-06,"606,273","440,625","1,046,898"
2024-06-07,"538,174","384,835","923,009"
2024-06-08,"388,074","295,372","683,446"
2024-06-09,"338,317","265,680","603,997"
2024-06-10,"521,105","360,674","881,779"
2024-06-11,"556,731","415,884","972,615"
2024-06-12,"576,142","423,834","999,976"
2024-06-13,"541,343","414,773","956,116"
2024-06-14,"536,639","412,548","949,187"
2024-06-15,"421,892","329,557","751,449"
2024-06-16,"314,305","239,123","553,428"
2024-06-17,"500,089","363,300","863,389"
2024-06-18,"551,782","426,829","978,611"
2024-06-19,"482,860","349,203","832,063"
2024-06-20,"548,449","411,020","959,469"
2024-06-21,"539,303","406,032","945,335"
2024-06-22,"430,009","334,791","764,800"
2024-06-23,"333,514","259,057","592,571"
2024-06-24,"535,003","366,575","901,578"
2024-06-25,"537,591","390,929","928,520"
2024-06-26,"586,929","426,272","1,013,201"
2024-06-27,"573,982","434,454","1,008,436"
2024-06-28,"519,127","372,226","891,353"
2024-06-29,"426,204","296,659","722,863"
2024-06-30,"332,479","322,925","655,404"
2024-07-01,"556,122","362,056","918,178"
2024-07-02,"554,430","411,251","965,681"
2024-07-03,"575,361","404,738","980,099"
2024-07-04,"319,593","237,409","557,002"
2024-07-05,"472,097","346,546","818,643"
2024-07-06,"400,805","322,596","723,401"
2024-07-07,"304,485","241,639","546,124"
2024-07-08,"523,371","364,702","888,073"
2024-07-09,"543,503","400,891","944,394"
2024-07-10,"560,627","409,640","970,267"
2024-07-11,"569,850","418,692","988,542"
2024-07-12,"548,479","381,120","929,599"
2024-07-13,"424,138","300,881","725,019"
2024-07-14,"303,034","217,483","520,517"
2024-07-15,"514,909","360,359","875,268"
2024-07-16,"565,584","408,295","973,879"
2024-07-17,"579,034","417,491","996,525"
2024-07-18,"563,700","423,510","987,210"
2024-07-19,"536,479","407,254","943,733"
2024-07-20,"415,213","336,971","752,184"
2024-07-21,"336,062","262,703","598,765"
2024-07-22,"536,657","384,948","921,605"
2024-07-23,"563,934","431,681","995,615"
2024-07-24,"574,946","434,300","1,009,246"
2024-07-25,"571,492","427,841","999,333"
2024-07-26,"543,502","393,133","936,635"
2024-07-27,"426,551","328,573","755,124"
2024-07-28,"305,854","225,835","531,689"
2024-07-29,"499,487","347,579","847,066"
2024-07-30,"564,465","418,450","982,915"
2024-07-31,"553,120","451,191","1,004,311"
2024-08-01,"554,928","506,493","1,061,421"
2024-08-02,"540,073","474,521","1,014,594"
2024-08-03,"424,966","401,995","826,961"
2024-08-04,"330,850","304,125","634,975"
2024-08-05,"501,014","373,023","874,037"
2024-08-06,"536,195","418,245","954,440"
2024-08-07,"572,289","435,129","1,007,418"
2024-08-08,"555,177","415,675","970,852"
2024-08-09,"534,634","407,471","942,105"
2024-08-10,"429,880","355,517","785,397"
2024-08-11,"335,905","277,892","613,797"
2024-08-12,"511,004","367,635","878,639"
2024-08-13,"561,949","432,482","994,431"
2024-08-14,"566,338","414,324","980,662"
2024-08-15,"519,903","391,361","911,264"
2024-08-16,"526,888","392,699","919,587"
2024-08-17,"388,616","312,275","700,891"
2024-08-18,"319,383","253,295","572,678"
2024-08-19,"498,548","335,708","834,256"
2024-08-20,"521,241","361,335","882,576"
2024-08-21,"528,372","364,450","892,822"
2024-08-22,"529,364","377,301","906,665"
2024-08-23,"519,640","368,235","887,875"
2024-08-24,"404,561","296,195","700,756"
2024-08-25,"325,668","239,814","565,482"
2024-08-26,"596,306","376,308","972,614"
2024-08-27,"583,649","409,119","992,768"
2024-08-28,"637,588","442,189","1,079,777"
2024-08-29,"644,581","469,123","1,113,704"
2024-08-30,"606,824","417,283","1,024,107"
2024-08-31,"428,266","353,476","781,742"
2024-09-01,"344,967","290,763","635,730"
2024-09-02,"325,776","239,695","565,471"
2024-09-03,"654,167","437,190","1,091,357"
2024-09-04,"653,220","454,140","1,107,360"
2024-09-05,"644,748","447,217","1,091,965"
2024-09-06,"616,701","434,618","1,051,319"
2024-09-07,"409,867","335,343","745,210"
2024-09-08,"320,438","267,262","587,700"
2024-09-09,"618,371","405,350","1,023,721"
2024-09-10,"646,216","451,939","1,098,155"
2024-09-11,"655,564","452,664","1,108,228"
2024-09-12,"637,736","454,382","1,092,118"
2024-09-13,"610,703","407,861","1,018,564"
2024-09-14,"412,078","324,266","736,344"
2024-09-15,"308,413","257,266","565,679"
2024-09-16,"607,976","412,568","1,020,544"
2024-09-17,"651,158","466,890","1,118,048"
2024-09-18,"655,614","467,380","1,122,994"
2024-09-19,"652,616","478,448","1,131,064"
2024-09-20,"622,603","444,850","1,067,453"
2024-09-21,"433,756","343,362","777,118"
2024-09-22,"271,129","219,586","490,715"
2024-09-23,"613,582","407,176","1,020,758"
2024-09-24,"582,939","434,551","1,017,490"
2024-09-25,"669,879","472,330","1,142,209"
2024-09-26,"659,106","474,890","1,133,996"
2024-09-27,"564,419","418,093","982,512"
2024-09-28,"384,642","312,755","697,397"
2024-09-29,"312,714","246,922","559,636"
2024-09-30,"619,994","406,220","1,026,214"
2024-10-01,"675,858","457,355","1,133,213"
2024-10-02,"663,546","452,173","1,115,719"
2024-10-03,"670,461","454,449","1,124,910"
2024-10-04,"619,444","409,598","1,029,042"
2024-10-05,"431,370","318,359","749,729"
2024-10-06,"336,190","248,486","584,676"
2024-10-07,"623,133","406,230","1,029,363"
2024-10-08,"652,969","459,661","1,112,630"
2024-10-09,"661,361","467,517","1,128,878"
2024-10-10,"650,278","485,221","1,135,499"
2024-10-11,"624,145","456,909","1,081,054"
2024-10-12,"427,732","369,877","797,609"
2024-10-13,"280,965","466,771","747,736"
2024-10-14,"486,971","384,342","871,313"
2024-10-15,"582,685","444,249","1,026,934"
2024-10-16,"652,964","462,121","1,115,085"
2024-10-17,"650,082","466,090","1,116,172"
2024-10-18,"627,426","413,404","1,040,830"
2024-10-19,"425,987","354,109","780,096"
2024-10-20,"321,239","239,392","560,631"
2024-10-21,"619,582","403,752","1,023,334"
2024-10-22,"642,373","451,887","1,094,260"
2024-10-23,"653,689","461,471","1,115,160"
2024-10-24,"654,696","465,121","1,119,817"
2024-10-25,"611,655","408,835","1,020,490"
2024-10-26,"427,475","296,326","723,801"
2024-10-27,"312,965","215,594","528,559"
2024-10-28,"611,041","389,359","1,000,400"
2024-10-29,"652,674","444,706","1,097,380"
2024-10-30,"657,942","451,915","1,109,857"
2024-10-31,"605,292","425,596","1,030,888"
2024-11-01,"618,998","381,782","1,000,780"
2024-11-02,"410,559","281,277","691,836"
2024-11-03,"267,845","227,887","495,732"
2024-11-04,"553,515","383,217","936,732"
2024-11-05,"519,574","379,110","898,684"
2024-11-06,"631,969","427,995","1,059,964"
2024-11-07,"644,506","450,680","1,095,186"
2024-11-08,"601,808","396,291","998,099"
2024-11-09,"391,070","288,855","679,925"
2024-11-10,"306,889","232,420","539,309"
2024-11-11,"556,273","358,572","914,845"
2024-11-12,"640,199","437,888","1,078,087"
2024-11-13,"633,647","434,362","1,068,009"
2024-11-14,"620,448","439,564","1,060,012"
2024-11-15,"603,141","397,040","1,000,181"
2024-11-16,"399,551","316,374","715,925"
2024-11-17,"308,995","233,733","542,728"
2024-11-18,"565,097","383,053","948,150"
2024-11-19,"639,269","439,683","1,078,952"
2024-11-20,"625,498","428,958","1,054,456"
2024-11-21,"539,977","414,493","954,470"
2024-11-22,"583,958","431,451","1,015,409"
2024-11-23,"384,030","340,935","724,965"
2024-11-24,"301,518","222,021","523,539"
2024-11-25,"512,387","344,627","857,014"
2024-11-26,"518,470","356,826","875,296"
2024-11-27,"477,247","308,919","786,166"
2024-11-28,"190,991","132,382","323,373"
2024-11-29,"344,005","224,635","568,640"
2024-11-30,"308,864","217,565","526,429"
2024-12-01,"251,107","175,212","426,319"
2024-12-02,"554,092","349,175","903,267"
2024-12-03,"607,733","405,908","1,013,641"
2024-12-04,"600,576","411,039","1,011,615"
2024-12-05,"564,481","401,576","966,057"
2024-12-06,"559,457","371,522","930,979"
2024-12-07,"384,908","286,352","671,260"
2024-12-08,"310,160","216,292","526,452"
2024-12-09,"585,535","364,276","949,811"
2024-12-10,"597,740","406,353","1,004,093"
2024-12-11,"580,091","398,016","978,107"
2024-12-12,"481,459","350,852","832,311"
2024-12-13,"521,773","360,766","882,539"
2024-12-14,"347,954","262,799","610,753"
2024-12-15,"277,186","198,006","475,192"
2024-12-16,"551,435","342,529","893,964"
2024-12-17,"582,711","391,307","974,018"
2024-12-18,"577,854","382,314","960,168"
2024-12-19,"552,524","373,795","926,319"
2024-12-20,"509,530","326,711","836,241"
2024-12-21,"346,988","234,439","581,427"
2024-12-22,"271,433","188,272","459,705"
2024-12-23,"425,982","267,754","693,736"
2024-12-24,"341,225","181,487","522,712"
2024-12-25,"146,592","86,287","232,879"
2024-12-26,"366,721","225,335","592,056"
2024-12-27,"394,689","245,475","640,164"
2024-12-28,"348,599","222,891","571,490"
2024-12-29,"231,003","158,657","389,660"
2024-12-30,"447,644","285,475","733,119"
2024-12-31,"386,206","281,447","667,653"
2025-01-01,"225,009","190,989","415,998"
2025-01-02,"422,094","279,791","701,885"
2025-01-03,"431,350","283,675","715,025"
2025-01-04,"313,164","211,604","524,768"
2025-01-05,"239,450","153,014","392,464"
2025-01-06,"480,075","318,068","798,143"
2025-01-07,"539,070","371,290","910,360"
2025-01-08,"544,855","373,118","917,973"
2025-01-09,"550,177","368,934","919,111"
2025-01-10,"494,608","312,132","806,740"
2025-01-11,"341,087","226,653","567,740"
2025-01-12,"247,097","163,835","410,932"
2025-01-13,"520,841","342,573","863,414"
2025-01-14,"535,915","381,845","917,760"
2025-01-15,"548,773","379,995","928,768"
2025-01-16,"580,058","395,025","975,083"
2025-01-17,"566,655","350,717","917,372"
2025-01-18,"352,875","235,950","588,825"
2025-01-19,"220,064","146,185","366,249"
2025-01-20,"255,814","164,914","420,728"
2025-01-21,"294,363","209,433","503,796"
2025-01-22,"502,247","348,428","850,675"
2025-01-23,"560,708","380,982","941,690"
2025-01-24,"517,992","316,577","834,569"
2025-01-25,"353,449","229,265","582,714"
2025-01-26,"263,357","167,555","430,912"
2025-01-27,"557,840","346,652","904,492"
2025-01-28,"600,629","398,829","999,458"
2025-01-29,"600,988","399,561","1,000,549"
2025-01-30,"597,148","395,576","992,724"
2025-01-31,"504,505","309,032","813,537"
2025-02-01,"375,592","231,851","607,443"
2025-02-02,"276,799","172,094","448,893"
2025-02-03,"561,089","344,871","905,960"
2025-02-04,"601,920","397,482","999,402"
2025-02-05,"588,472","392,240","980,712"
2025-02-06,"565,576","380,737","946,313"
2025-02-07,"568,753","334,477","903,230"
2025-02-08,"354,675","225,361","580,036"
2025-02-09,"283,740","178,617","462,357"
2025-02-10,"566,314","340,368","906,682"
2025-02-11,"602,680","394,158","996,838"
2025-02-12,"495,987","323,871","819,858"
2025-02-13,"561,666","377,046","938,712"
2025-02-14,"530,108","327,173","857,281"
2025-02-15,"354,572","234,600","589,172"
2025-02-16,"276,210","177,108","453,318"
2025-02-17,"368,849","239,262","608,111"
2025-02-18,"492,897","326,560","819,457"
2025-02-19,"550,895","364,221","915,116"
2025-02-20,"574,080","380,904","954,984"
2025-02-21,"553,951","328,596","882,547"
2025-02-22,"370,787","234,375","605,162"
2025-02-23,"281,484","174,047","455,531"
2025-02-24,"578,860","353,291","932,151"
2025-02-25,"575,346","396,347","971,693"
2025-02-26,"609,866","397,146","1,007,012"
2025-02-27,"613,402","402,457","1,015,859"
2025-02-28,"590,955","352,148","943,103"
2025-03-01,"380,591","240,413","621,004"
2025-03-02,"291,627","180,050","471,677"
2025-03-03,"578,006","345,594","923,600"
2025-03-04,"580,293","390,147","970,440"
2025-03-05,"603,951","397,881","1,001,832"
2025-03-06,"619,806","404,819","1,024,625"
2025-03-07,"555,241","335,864","891,105"
2025-03-08,"398,766","258,254","657,020"
2025-03-09,"302,103","192,874","494,977"
2025-03-10,"593,786","371,554","965,340"
2025-03-11,"626,067","418,826","1,044,893"
2025-03-12,"633,486","421,745","1,055,231"
2025-03-13,"632,710","433,941","1,066,651"
2025-03-14,"610,031","416,441","1,026,472"
2025-03-15,"419,140","569,090","988,230"
2025-03-16,"273,811","212,415","486,226"
2025-03-17,"592,276","388,387","980,663"
2025-03-18,"631,010","433,816","1,064,826"
2025-03-19,"586,106","410,146","996,252"
2025-03-20,"597,866","410,831","1,008,697"
2025-03-21,"586,769","365,803","952,572"
2025-03-22,"392,188","269,950","662,138"
2025-03-23,"273,302","209,303","482,605"
2025-03-24,"491,872","320,551","812,423"
2025-03-25,"537,207","371,997","909,204"
2025-03-26,"545,509","373,308","918,817"
2025-03-27,"523,815","375,538","899,353"
2025-03-28,"512,649","339,773","852,422"
2025-03-29,"387,569","265,050","652,619"
2025-03-30,"285,253","189,181","474,434"
2025-03-31,"522,245","355,008","877,253"
2025-04-01,"600,564","408,193","1,008,757"
2025-04-02,"524,319","376,485","900,804"
2025-04-03,"660,304","438,577","1,098,881"
2025-04-04,"604,237","399,136","1,003,373"
2025-04-05,"411,217","329,910","741,127"
2025-04-06,"320,063","229,137","549,200"
2025-04-07,"577,558","376,220","953,778"
2025-04-08,"612,600","431,129","1,043,729"
2025-04-09,"613,773","423,298","1,037,071"
2025-04-10,"621,071","426,285","1,047,356"
2025-04-11,"607,742","388,639","996,381"
2025-04-12,"417,636","295,686","713,322"
2025-04-13,"322,033","227,473","549,506"
2025-04-14,"601,239","382,752","983,991"
2025-04-15,"628,715","431,442","1,060,157"
2025-04-16,"647,017","439,567","1,086,584"
2025-04-17,"618,797","438,225","1,057,022"
2025-04-18,"530,317","379,633","909,950"
2025-04-19,"398,189","291,288","689,477"
2025-04-20,"276,828","192,934","469,762"
2025-04-21,"563,978","361,549","925,527"
2025-04-22,"635,896","449,995","1,085,891"
2025-04-23,"620,545","448,723","1,069,268"
2025-04-24,"653,241","448,572","1,101,813"
2025-04-25,"580,882","400,327","981,209"
2025-04-26,"428,587","317,347","745,934"
2025-04-27,"329,874","245,932","575,806"
2025-04-28,"604,201","393,731","997,932"
2025-04-29,"638,090","439,903","1,077,993"
2025-04-30,"632,346","435,347","1,067,693"
2025-05-01,"614,811","437,225","1,052,036"
2025-05-02,"607,226","387,749","994,975"
2025-05-03,"420,608","290,233","710,841"
2025-05-04,"303,496","206,686","510,182"
2025-05-05,"589,882","399,546","989,428"
2025-05-06,"643,704","461,004","1,104,708"
2025-05-07,"637,290","458,714","1,096,004"
2025-05-08,"624,984","445,646","1,070,630"
2025-05-09,"604,932","396,963","1,001,895"
2025-05-10,"420,315","296,008","716,323"
2025-05-11,"314,094","218,681","532,775"
2025-05-12,"573,953","389,496","963,449"
2025-05-13,"620,509","449,177","1,069,686"
2025-05-14,"629,950","458,800","1,088,750"
2025-05-15,"616,122","445,308","1,061,430"
2025-05-16,"592,484","436,029","1,028,513"
2025-05-17,"414,456","343,401","757,857"
2025-05-18,"335,172","284,891","620,063"
2025-05-19,"573,428","390,230","963,658"
2025-05-20,"553,818","404,774","958,592"
2025-05-21,"599,362","425,319","1,024,681"
2025-05-22,"608,486","447,897","1,056,383"
2025-05-23,"586,037","396,204","982,241"
2025-05-24,"410,761","342,808","753,569"
2025-05-25,"331,906","272,960","604,866"
2025-05-26,"320,282","242,292","562,574"
2025-05-27,"593,862","422,731","1,016,593"
2025-05-28,"587,320","433,959","1,021,279"
2025-05-29,"615,721","440,293","1,056,014"
2025-05-30,"591,406","415,802","1,007,208"
2025-05-31,"421,327","334,489","755,816"
2025-06-01,"322,578","268,696","591,274"
2025-06-02,"584,625","397,717","982,342"
2025-06-03,"630,210","448,413","1,078,623"
2025-06-04,"567,567","422,523","990,090"
2025-06-05,"621,275","456,561","1,077,836"
2025-06-06,"585,906","427,847","1,013,753"
2025-06-07,"431,202","347,676","778,878"
2025-06-08,"330,390","266,245","596,635"
2025-06-09,"563,488","394,008","957,496"
2025-06-10,"598,056","460,364","1,058,420"
2025-06-11,"615,905","457,654","1,073,559"
2025-06-12,"597,722","483,910","1,081,632"
2025-06-13,"524,099","424,996","949,095"
2025-06-14,"410,694","435,787","846,481"
2025-06-15,"328,845","273,439","602,284"
2025-06-16,"527,665","378,666","906,331"
2025-06-17,"570,086","464,308","1,034,394"
2025-06-18,"517,630","417,493","935,123"
2025-06-19,"494,295","389,226","883,521"
2025-06-20,"538,237","427,618","965,855"
2025-06-21,"413,637","354,634","768,271"
2025-06-22,"313,881","266,745","580,626"
2025-06-23,"503,644","371,307","874,951"
2025-06-24,"551,167","423,488","974,655"
2025-06-25,"571,409","444,413","1,015,822"
2025-06-26,"561,301","471,300","1,032,601"
2025-06-27,"543,140","416,639","959,779"
2025-06-28,"427,366","337,560","764,926"
2025-06-29,"316,118","323,242","639,360"
2025-06-30,"534,839","376,363","911,202"
2025-07-01,"602,025","451,361","1,053,386"
2025-07-02,"578,603","438,612","1,017,215"
2025-07-03,"553,468","425,260","978,728"
2025-07-04,"316,641","277,046","593,687"
2025-07-05,"371,741","332,533","704,274"
2025-07-06,"294,228","264,632","558,860"
2025-07-07,"539,247","392,503","931,750"
2025-07-08,"564,820","436,204","1,001,024"
2025-07-09,"577,539","439,416","1,016,955"
2025-07-10,"583,325","447,221","1,030,546"
2025-07-11,"526,443","400,995","927,438"
2025-07-12,"422,226","330,530","752,756"
2025-07-13,"334,662","261,931","596,593"
2025-07-14,"544,793","384,117","928,910"
2025-07-15,"579,537","439,047","1,018,584"
2025-07-16,"562,232","432,866","995,098"
2025-07-17,"573,201","460,177","1,033,378"
2025-07-18,"559,448","460,345","1,019,793"
2025-07-19,"394,966","354,215","749,181"
2025-07-20,"328,751","293,401","622,152"
2025-07-21,"518,203","421,916","940,119"
2025-07-22,"581,470","479,560","1,061,030"
2025-07-23,"569,940","467,479","1,037,419"
2025-07-24,"527,958","425,053","953,011"
2025-07-25,"509,522","409,303","918,825"
2025-07-26,"397,737","363,680","761,417"
2025-07-27,"326,681","279,111","605,792"
2025-07-28,"506,057","379,574","885,631"
2025-07-29,"557,055","446,674","1,003,729"
2025-07-30,"537,534","466,281","1,003,815"
